"ID","Player","Team","Position","RkOv","Status","Age","Score","%D","ADP","Ros","+/-"
"*0622o*","Axiel Plaz","PIT","C","7655","FA","20","0","0","-","6%","0%"
"*041wu*","Zach Plesac","STL","SP","7656","FA","31","0","0","-","0%","0%"
"*0570w*","Peyton Plumlee","(N/A)","RP","7657","FA","28","0","0","-","0%","0%"
"*02hi4*","Adam Plutko","(N/A)","SP","7658","FA","34","0","0","-","0%","0%"
"*06qx8*","Chase Plymell","CHW","RP","7659","FA","27","0","0","-","0%","0%"
"*04psi*","Nick Podkul","(N/A)","3B","7660","FA","28","0","0","-","0%","0%"
"*06zh6*","Andrew Pogue","DET","RP","7661","FA","25","0","0","-","0%","0%"
"*06r7s*","Marcos Pol","(N/A)","SP","7662","FA","20","0","0","-","0%","0%"
"*041wi*","Jake Polancic","MIL","RP","7663","FA","27","0","0","-","0%","0%"
"*066o1*","Albert Polanco","MIA","RP","7664","FA","20","0","0","-","0%","0%"
"*06qo5*","Andy Polanco","SF","OF","7665","FA","20","0","0","-","0%","0%"
"*06tma*","Brandison Polanco","(N/A)","RP","7666","FA","23","0","0","-","0%","0%"
"*06tmb*","Brayan Polanco","(N/A)","RP","7667","FA","20","0","0","-","0%","0%"
"*060go*","Bryan Polanco","WSH","SP","7668","FA","24","0","0","-","0%","0%"
"*06r9c*","Cristopher Polanco","TOR","SS","7669","FA","18","0","0","-","6%","0%"
"*06tme*","Dariel Polanco","SD","RP","7670","FA","20","0","0","-","0%","0%"
"*072hj*","Eybersson Polanco","LAA","RP","7671","FA","22","0","0","-","0%","0%"
"*06r33*","Julio Polanco","PHI","RP","7672","FA","19","0","0","-","0%","0%"
"*06tmd*","Moises Polanco","(N/A)","2B","7673","FA","18","0","0","-","0%","0%"
"*066s7*","Narciso Polanco","TB","2B,3B","7674","FA","21","0","0","-","1%","0%"
"*06tmc*","Natanael Polanco","MIA","RP","7675","FA","22","0","0","-","0%","0%"
"*05g4c*","Ronny Polanco","(N/A)","3B","7676","FA","22","0","0","-","1%","0%"
"*05kel*","Shalin Polanco","PIT","OF","7677","FA","21","0","0","-","3%","0%"
"*064o5*","Jared Poland","(N/A)","SP","7678","FA","26","0","0","-","0%","0%"
"*05lnl*","Kaden Polcovich","(N/A)","OF","7679","FA","26","0","0","-","1%","0%"
"*04pyu*","Andrew Politi","(N/A)","RP","7680","FA","29","0","0","-","1%","0%"
"*0648b*","Chandler Pollard","TEX","SS","7681","FA","21","0","0","-","1%","0%"
"*060vd*","Triston Polley","(N/A)","RP","7682","FA","29","0","0","-","0%","0%"
"*06nyu*","Davis Polo","ATL","SP","7683","FA","21","0","0","-","2%","0%"
"*04ru8*","Jairo Pomares","(N/A)","OF","7684","FA","25","0","0","-","2%","0%"
"*06ktr*","TJ Pompey","(N/A)","SS","7685","FA","21","0","0","-","0%","0%"
"*06mpk*","Eduardo Ponce","SEA","C","7686","FA","19","0","0","-","1%","0%"
"*06rnh*","Isaac Ponce","SD","C","7687","FA","19","0","0","-","0%","0%"
"*066jf*","Blaze Pontes","ATH","RP","7688","FA","26","0","0","-","0%","0%"
"*04pvy*","Thomas Ponticelli","(N/A)","SP,RP","7689","FA","28","0","0","-","0%","0%"
"*06qut*","Trey Pooser","TB","SP","7690","FA","24","0","0","-","0%","0%"
"*0626s*","Bryan Pope","STL","SP","7691","FA","27","0","0","-","0%","0%"
"*06z3r*","Broedy Poppell","SF","C,OF","7692","FA","23","0","0","-","0%","0%"
"*0422f*","Sean Poppen","(N/A)","RP","7693","FA","31","0","0","-","0%","0%"
"*06z0o*","Robby Porco","LAD","RP","7694","FA","21","0","0","-","0%","0%"
"*06rto*","Danny Portel","NYM","RP","7695","FA","21","0","0","-","0%","0%"
"*05u6h*","Brock Porter","TEX","RP","7696","FA","22","0","0","-","20%","0%"
"*05j94*","Logan Porter","SF","C","7697","FA","30","0","0","-","1%","0%"
"*06drr*","Edgar Portes","BAL","RP","7698","FA","23","0","0","-","1%","0%"
"*06m9q*","Ovis Portes","CIN","SP,RP","7699","FA","21","0","0","-","2%","0%"
"*06v27*","Yeferson Portolatin","STL","2B","7700","FA","18","0","0","-","1%","0%"
"*06mdb*","Leuris Portorreal","WSH","SP","7701","FA","20","0","0","-","0%","0%"
"*06v60*","Roilan Portuondo","PIT","RP","7702","FA","26","0","0","-","0%","0%"
"*06uxh*","Owen Pote","CIN","SP","7703","FA","20","0","0","-","0%","0%"
"*02b2k*","Cody Poteet","(N/A)","RP","7704","FA","31","0","0","-","4%","0%"
"*070d1*","Logan Poteet","CHC","C","7705","FA","22","0","0","-","0%","0%"
"*072dp*","Matt Potok","PHI","RP","7706","FA","22","0","0","-","0%","0%"
"*06zfo*","Nick Potter","HOU","RP","7707","FA","21","0","0","-","1%","0%"
"*061t0*","Nikau Pouaka-Grego","PHI","2B","7708","FA","21","0","0","-","3%","0%"
"*06pq6*","Caden Powell","HOU","3B,SS","7709","FA","22","0","0","-","3%","0%"
"*05jqt*","Holden Powell","WSH","RP","7710","FA","26","0","0","-","3%","0%"
"*06qj9*","Peyton Powell","TOR","1B,OF","7711","FA","25","0","0","-","0%","0%"
"*06421*","Walker Powell","CHC","SP","7712","FA","29","0","0","-","0%","0%"
"*060qs*","Miguel Pozo","NYY","SP","7713","FA","24","0","0","-","0%","0%"
"*06r48*","Abis Prado","BOS","RP","7714","FA","19","0","0","-","0%","0%"
"*066o2*","Arnold Prado","(N/A)","OF","7715","FA","21","0","0","-","0%","0%"
"*051wn*","Elio Prado","PHI","OF","7716","FA","24","0","0","-","1%","0%"
"*06fu6*","Eric Prado","MIL","SP","7717","FA","20","0","0","-","1%","0%"
"*06rl0*","Santiago Prado","PHI","2B","7718","FA","19","0","0","-","0%","0%"
"*06kwo*","Ryan Prager","CLE","SP","7719","FA","23","0","0","-","1%","0%"
"*0515d*","Anthony Prato","(N/A)","2B,OF","7720","FA","27","0","0","-","1%","0%"
"*06bn2*","Yoniel Prats","(N/A)","RP","7721","FA","21","0","0","-","0%","0%"
"*067xj*","Cooper Pratt","MIL","SS","7722","RDO","21","0","0","-","47%","0%"
"*06dqa*","Karniel Pratt","HOU","OF","7723","FA","21","0","0","-","0%","0%"
"*04b08*","Nick Pratto","KC","1B","7724","FA","27","0","0","-","3%","0%"
"*05y0z*","Sam Praytor","MIA","C","7725","FA","26","0","0","-","0%","0%"
"*056j2*","Reginald Preciado","CHC","3B","7726","FA","22","0","0","-","5%","0%"
"*06gje*","Christian Pregent","(N/A)","C","7727","FA","25","0","0","-","0%","0%"
"*06jh2*","Jesus Premoli","(N/A)","3B","7728","FA","19","0","0","-","0%","0%"
"*06ytx*","Sandy Presbot","MIA","OF","7729","FA","18","0","0","-","0%","0%"
"*06zfq*","Peyton Prescott","NYM","RP","7730","FA","21","0","0","-","1%","0%"
"*06cge*","Yimi Presinal","KC","RP","7731","FA","21","0","0","-","1%","0%"
"*065j4*","Collin Price","HOU","C,1B","7732","FA","26","0","0","-","1%","0%"
"*06qom*","Dawson Price","DET","RP","7733","FA","21","0","0","-","0%","0%"
"*065v9*","Patrick Pridgen","(N/A)","RP","7734","FA","26","0","0","-","0%","0%"
"*0519s*","Micah Pries","(N/A)","1B","7735","FA","27","0","0","-","1%","0%"
"*06yyn*","Franklin Primera","BOS","C","7736","FA","18","0","0","-","1%","0%"
"*06c3l*","Connor Prins","(N/A)","SP","7737","FA","22","0","0","-","0%","0%"
"*06hus*","William Privette","TEX","RP","7738","FA","23","0","0","-","0%","0%"
"*06kkl*","Jurdrick Profar","CHW","2B","7739","FA","18","0","0","-","1%","0%"
"*070c2*","Owen Proksch","TEX","RP","7740","FA","22","0","0","-","0%","0%"
"*0633d*","Michael Prosecky","COL","SP","7741","FA","24","0","0","-","2%","0%"
"*0315n*","Austin Pruitt","(N/A)","RP","7742","FA","36","0","0","-","0%","0%"
"*072do*","Jacob Pruitt","PHI","RP","7743","FA","22","0","0","-","0%","0%"
"*04n1d*","Robert Puason","ATH","RP","7744","FA","23","0","0","-","4%","0%"
"*041pt*","A.J. Puckett","(N/A)","RP","7745","FA","30","0","0","-","1%","0%"
"*04enu*","Brady Puckett","(N/A)","SP,RP","7746","FA","30","0","0","-","0%","0%"
"*04vep*","Israel Puello","(N/A)","SP","7747","FA","25","0","0","-","0%","0%"
"*06rjr*","Luis Puello","NYY","OF","7748","FA","20","0","0","-","0%","0%"
"*06mvc*","Robert Puente","(N/A)","RP","7749","FA","18","0","0","-","0%","0%"
"*05yl5*","Jorge Puerta","(N/A)","C","7750","FA","24","0","0","-","0%","0%"
"*06ic8*","Oscar Pujols","COL","RP","7751","FA","19","0","0","-","2%","0%"
"*06zbd*","Owen Puk","WSH","RP","7752","FA","23","0","0","-","0%","0%"
"*06v2n*","Sebastian Pulido","MIN","RP","7753","FA","19","0","0","-","0%","0%"
"*06r87*","Andrew Purdy","(N/A)","3B","7754","FA","20","0","0","-","0%","0%"
"*060uc*","Jarren Purify","(N/A)","SS","7755","FA","20","0","0","-","0%","0%"
"*062e1*","Blake Purnell","(N/A)","RP","7756","FA","23","0","0","-","0%","0%"
"*0665x*","Matt Pushard","STL","RP","7757","FA","28","0","0","-","1%","0%"
"*072fy*","Nick Putnam","LAD","RP","7758","FA","22","0","0","-","0%","0%"
"*062eb*","Josh Pyne","(N/A)","3B","7759","FA","23","0","0","-","0%","0%"
"*0657d*","Zack Qin","SD","RP","7761","FA","20","0","0","-","1%","0%"
"*04q73*","Jordan Qsar","(N/A)","OF","7762","FA","30","0","0","-","0%","0%"
"*048vs*","Juniel Querecuto","(N/A)","3B","7763","FA","33","0","0","-","0%","0%"
"*06het*","Luis Quesada","HOU","OF","7764","FA","21","0","0","-","0%","0%"
"*06f0w*","Dylan Questad","MIN","SP,RP","7765","FA","21","0","0","-","3%","0%"
"*04es2*","Andrew Quezada","(N/A)","SP,RP","7766","FA","28","0","0","-","0%","0%"
"*06kgm*","Joshua Quezada","MIL","RP","7767","FA","21","0","0","-","0%","0%"
"*067zn*","Junior Quezada","(N/A)","OF","7768","FA","20","0","0","-","0%","0%"
"*06mpw*","Yunior Quezada","LAD","OF","7769","FA","20","0","0","-","0%","0%"
"*06rrl*","Riley Quick","MIN","SP","7770","BraedonS","21","0","0","-","27%","0%"
"*06qk8*","Stephen Quigley","CIN","RP","7771","FA","25","0","0","-","0%","0%"
"*04k0x*","Jose Quijada","LAA","RP","7772","FA","30","0","0","-","2%","0%"
"*06qsz*","Braden Quinn","(N/A)","SP","7773","FA","22","0","0","-","0%","0%"
"*06ybe*","JT Quinn","BAL","SP,RP","7774","FA","21","0","0","-","5%","0%"
"*06vxv*","Jamie Quinn-Irons","TB","OF","7775","FA","21","0","0","-","10%","0%"
"*05u31*","Luis Quinones","MIN","SP","7776","FA","28","0","0","-","1%","0%"
"*06p5o*","Josueth Quinonez","DET","OF","7777","FA","18","0","0","-","0%","0%"
"*05ylq*","Adrian Quintana","SEA","RP","7778","FA","23","0","0","-","0%","0%"
"*06ibm*","Jorge Quintana","SD","SS","7779","FA","18","0","0","-","10%","0%"
"*06r1s*","Marlon Quintana","PIT","SP","7780","FA","19","0","0","-","0%","0%"
"*05t9a*","Pedro Quintana","(N/A)","SP","7781","FA","21","0","0","-","0%","0%"
"*06igh*","Roiner Quintana","HOU","2B,OF","7782","FA","20","0","0","-","0%","0%"
"*05aom*","Roismar Quintana","(N/A)","OF","7783","FA","22","0","0","-","1%","0%"
"*06uq1*","Yulian Quintana","PIT","RP","7784","FA","25","0","0","-","0%","0%"
"*06nu8*","Cesar Quintas","SEA","1B,OF","7785","FA","22","0","0","-","0%","0%"
"*04b3c*","Alison Quintero","(N/A)","C","7786","FA","25","0","0","-","0%","0%"
"*06c79*","Eduardo Quintero","LAD","OF","7787","OWH","20","0","0","-","55%","0%"
"*061ye*","Geraldo Quintero","ATL","OF","7788","FA","24","0","0","-","3%","0%"
"*05yfe*","Malcom Quintero","(N/A)","C","7789","FA","25","0","0","-","0%","0%"
"*06tsw*","Marlon Quintero","LAA","C","7790","FA","19","0","0","-","1%","0%"
"*05xzw*","Welington Quintero","(N/A)","RP","7791","FA","25","0","0","-","0%","0%"
"*06mmy*","Alexi Quiroz","HOU","C","7792","FA","19","0","0","-","0%","0%"
"*06s38*","Christopher Quiroz","SEA","SP","7793","FA","18","0","0","-","0%","0%"
"*04m7n*","Esteban Quiroz","(N/A)","2B","7794","FA","33","0","0","-","1%","0%"
"*062h6*","Nelson Quiroz","LAD","C","7795","FA","24","0","0","-","1%","0%"
"*05lg5*","Baron Radcliff","(N/A)","1B,OF","7796","FA","26","0","0","-","0%","0%"
"*06u6c*","Shane Rademacher","SF","SP","7797","FA","24","0","0","-","0%","0%"
"*06hyp*","Adriel Radney","ARI","OF","7798","FA","18","0","0","-","7%","0%"
"*066dj*","Stefan Raeth","SEA","RP","7799","FA","25","0","0","-","0%","0%"
"*06r72*","Blake Ragsdale","(N/A)","SS","7800","FA","16","0","0","-","0%","0%"
"*06zi7*","Josiah Ragsdale","MIL","OF","7801","FA","22","0","0","-","1%","0%"
"*05yai*","Bryce Rainer","DET","SS","7802","Aidangon","20","0","0","-","56%","0%"
"*05jqv*","Max Rajcic","STL","SP","7803","FA","24","0","0","-","4%","0%"
"*0515j*","Jack Ralston","MIA","RP","7804","FA","28","0","0","-","1%","0%"
"*0662t*","Kole Ramage","CHW","SP","7805","FA","27","0","0","-","0%","0%"
"*066jw*","Blake Rambusch","SEA","2B,OF","7806","FA","26","0","0","-","0%","0%"
"*06qx1*","Felix Ramires","COL","RP","7807","FA","26","0","0","-","0%","0%"
"*04yma*","Abiezel Ramirez","(N/A)","SS","7808","FA","26","0","0","-","0%","0%"
"*06ax7*","Abrahan Ramirez","MIA","2B,3B","7809","FA","21","0","0","-","2%","0%"
"*05aap*","Adolfo Ramirez","(N/A)","RP","7810","FA","26","0","0","-","0%","0%"
"*04z9g*","Aldo Ramirez","(N/A)","RP","7811","FA","24","0","0","-","1%","0%"
"*0526a*","Alex Ramirez","(N/A)","OF","7812","FA","23","0","0","-","3%","0%"
"*04yd0*","Alexander Ramirez","(N/A)","OF","7813","FA","23","0","0","-","2%","0%"
"*06kvi*","Amauri Ramirez","HOU","OF","7814","FA","19","0","0","-","1%","0%"
"*070dn*","Angel Ramirez","KC","OF","7815","FA","20","0","0","-","0%","0%"
"*072f7*","Cleiner Ramirez","(N/A)","OF","7816","FA","17","0","0","-","1%","0%"
"*03zxg*","Emmanuel Ramirez","(N/A)","SP","7817","FA","31","0","0","-","0%","0%"
"*05y5t*","Enmanuel Ramirez","WSH","OF","7818","FA","22","0","0","-","0%","0%"
"*02cch*","Erasmo Ramirez","MIN","RP","7819","FA","35","0","0","-","1%","0%"
"*06asu*","German Ramirez","HOU","3B,SS","7820","FA","19","0","0","-","1%","0%"
"*02i3m*","Harold Ramirez","(N/A)","UT","7821","FA","31","0","0","-","1%","0%"
"*06kln*","Irwin Ramirez","PIT","SP","7822","FA","19","0","0","-","0%","0%"
"*063gl*","Jawilme Ramirez","STL","RP","7823","FA","24","0","0","-","1%","0%"
"*05y50*","Jean Ramirez","KC","OF","7824","FA","25","0","0","-","0%","0%"
"*06rn6*","Jorge Ramirez","SF","C","7825","FA","19","0","0","-","0%","0%"
"*06qx9*","Jose Ramirez","DET","RP","7826","FA","24","0","0","-","0%","0%"
"*06rse*","Jose Ramirez","DET","OF","7827","FA","17","0","0","-","1%","0%"
"*067zl*","Josias Ramirez","CHC","1B","7828","FA","20","0","0","-","0%","0%"
"*06bpw*","Keiverson Ramirez","STL","SP","7829","FA","20","0","0","-","0%","0%"
"*05r6e*","Kelvin Ramirez","LAD","RP","7830","FA","24","0","0","-","0%","0%"
"*068nf*","Lucas Ramirez","LAA","OF","7831","FA","20","0","0","-","1%","0%"
"*05zy9*","Luis Ramirez","TEX","RP","7832","FA","24","0","0","-","1%","0%"
"*06k80*","Manni Ramirez","TEX","OF","7833","FA","18","0","0","-","0%","0%"
"*05ux7*","Micael Ramirez","(N/A)","C","7834","FA","26","0","0","-","0%","0%"
"*026mp*","Nick Ramirez","(N/A)","RP","7835","FA","36","0","0","-","0%","0%"
"*05vy9*","Pedro Ramirez","CHC","2B,SS","7836","FA","21","0","0","-","10%","0%"
"*061zl*","Rafael Ramirez","WSH","2B","7837","FA","20","0","0","-","2%","0%"
"*066rd*","Rafael Ramirez","(N/A)","2B","7838","FA","21","0","0","-","0%","0%"
"*0620u*","Ramon Ramirez","LAA","OF","7839","FA","20","0","0","-","0%","0%"
"*06cn0*","Ramon Ramirez","KC","C","7840","FA","20","0","0","-","11%","0%"
"*06gxb*","Raynier Ramirez","LAD","3B","7841","FA","21","0","0","-","0%","0%"
"*06ma4*","Richard Ramirez","PIT","C,1B","7842","FA","20","0","0","-","1%","0%"
"*072qx*","Roderic Ramirez","CHW","RP","7843","FA","17","0","0","-","0%","0%"
"*06owd*","Ronald Ramirez","DET","2B","7844","FA","19","0","0","-","0%","0%"
"*06v2m*","Ruben Ramirez","SEA","RP","7845","FA","20","0","0","-","0%","0%"
"*06ump*","Wanmer Ramirez","DET","RP","7846","FA","22","0","0","-","0%","0%"
"*06c2f*","Wilmer Ramirez","(N/A)","SP","7847","FA","21","0","0","-","0%","0%"
"*06ro3*","Yeuri Ramirez","MIL","SP","7848","FA","18","0","0","-","0%","0%"
"*06zaq*","Randy Ramnarace","KC","RP","7849","FA","21","0","0","-","0%","0%"
"*06xzw*","Dariel Ramon","TOR","3B,SS","7850","FA","19","0","0","-","0%","0%"
"*06lvo*","Eriandys Ramon","CHC","SS","7851","FA","23","0","0","-","1%","0%"
"*06uv9*","Albert Ramos","DET","SP","7852","FA","19","0","0","-","0%","0%"
"*06qk0*","Alex Ramos","BAL","SP","7853","FA","19","0","0","-","0%","0%"
"*06v2l*","Anderson Ramos","MIN","RP","7854","FA","19","0","0","-","0%","0%"
"*072ip*","Efrailin Ramos","TB","SP,RP","7855","FA","20","0","0","-","0%","0%"
"*05ybm*","Eury Ramos","(N/A)","RP","7856","FA","28","0","0","-","0%","0%"
"*06umo*","Fernando Ramos","(N/A)","RP","7857","FA","23","0","0","-","0%","0%"
"*06rnt*","Hector Ramos","BOS","SS","7858","FA","18","0","0","-","2%","0%"
"*05yho*","Henry Ramos","KC","OF","7859","FA","21","0","0","-","1%","0%"
"*066f5*","Javier Ramos","COL","SP","7860","FA","26","0","0","-","0%","0%"
"*06ick*","Jose Ramos","ATH","OF","7861","FA","19","0","0","-","1%","0%"
"*06uhe*","Jose Ramos","SF","2B","7862","FA","23","0","0","-","0%","0%"
"*060ot*","Lenerd Ramos","(N/A)","RP","7863","FA","22","0","0","-","0%","0%"
"*06uma*","Porfirio Ramos","HOU","RP","7864","FA","22","0","0","-","0%","0%"
"*06akz*","Raylin Ramos","BAL","OF","7865","FA","21","0","0","-","0%","0%"
"*06umn*","Renil Ramos","CLE","RP","7866","FA","20","0","0","-","0%","0%"
"*06sc0*","Reynell Ramos","KC","SP","7867","FA","19","0","0","-","0%","0%"
"*06r2n*","Santiago Ramos","ARI","C","7868","FA","19","0","0","-","0%","0%"
"*04yk8*","Wilkin Ramos","SF","RP","7869","FA","25","0","0","-","1%","0%"
"*06kxk*","Yaisel Ramos","STL","OF","7870","FA","22","0","0","-","0%","0%"
"*04q57*","Lane Ramsey","(N/A)","RP","7871","FA","29","0","0","-","0%","0%"
"*061a6*","Ryan Ramsey","KC","SP","7872","FA","25","0","0","-","1%","0%"
"*06nuh*","Josh Randall","WSH","SP","7873","FA","23","0","0","-","3%","0%"
"*06yxg*","Jonathan Rangel","MIL","1B","7874","FA","18","0","0","-","1%","0%"
"*05iyo*","Raul Rangel","BAL","RP","7875","FA","23","0","0","-","0%","0%"
"*06mwa*","Trey Rangel","(N/A)","SP","7876","FA","18","0","0","-","1%","0%"
"*064na*","Alex Rao","PHI","RP","7877","FA","26","0","0","-","0%","0%"
"*05yf5*","Nick Raposo","SEA","C","7878","FA","27","0","0","-","0%","0%"
"*066fs*","Shawn Rapp","(N/A)","SP","7879","FA","25","0","0","-","0%","0%"
"*05y2i*","Tyler Ras","(N/A)","RP","7880","FA","26","0","0","-","0%","0%"
"*051ao*","Bodi Rascon","(N/A)","RP","7881","FA","24","0","0","-","0%","0%"
"*06z0u*","Carter Rasmussen","BOS","RP","7882","FA","21","0","0","-","0%","0%"
"*06zau*","Connor Rasmussen","KC","2B","7883","FA","21","0","0","-","0%","0%"
"*06qr3*","Eric Rataczak","MIA","OF","7884","FA","25","0","0","-","1%","0%"
"*05rds*","Luis Ravelo","(N/A)","SS","7885","FA","22","0","0","-","1%","0%"
"*02hhz*","Rangel Ravelo","(N/A)","1B","7886","FA","33","0","0","-","0%","0%"
"*062e2*","Dylan Ray","ARI","SP","7887","FA","24","0","0","-","3%","0%"
"*05yoc*","Johnny Ray","(N/A)","SP","7888","FA","27","0","0","-","0%","0%"
"*06z06*","Cole Raymond","LAA","SP","7889","FA","19","0","0","-","0%","0%"
"*05unz*","Elian Rayo","(N/A)","3B","7890","FA","22","0","0","-","0%","0%"
"*06ftu*","Oscar Rayo","KC","RP","7891","FA","24","0","0","-","0%","0%"
"*06k7o*","Tanner Reaves","(N/A)","2B","7892","FA","23","0","0","-","0%","0%"
"*05ude*","Ryan Reckley","SF","2B,OF","7893","FA","21","0","0","-","3%","0%"
"*05y2g*","Joe Record","(N/A)","RP","7894","FA","31","0","0","-","0%","0%"
"*06dqt*","Joe Redfield","LAA","OF","7895","FA","24","0","0","-","1%","0%"
"*055qq*","Chandler Redmond","(N/A)","1B","7896","FA","29","0","0","-","1%","0%"
"*06qok*","Zachary Redner","LAA","RP","7897","FA","21","0","0","-","0%","0%"
"*06uq0*","Iker Redona","CIN","SP","7898","FA","18","0","0","-","1%","0%"
"*06hvy*","Carlson Reed","PIT","SP","7899","FA","23","0","0","-","6%","0%"
"*03yk5*","Michael Reed","(N/A)","OF","7900","FA","30","0","0","-","0%","0%"
"*072ei*","Ryan Reed","SD","SP","7901","FA","22","0","0","-","0%","0%"
"*05rb6*","Tyree Reed","(N/A)","OF","7902","FA","23","0","0","-","0%","0%"
"*072ej*","Canon Reeder","PIT","OF","7903","FA","22","0","0","-","0%","0%"
"*04y7y*","Jackson Rees","(N/A)","SP,RP","7904","FA","31","0","0","-","1%","0%"
"*06r7c*","Ace Reese","(N/A)","OF","7905","FA","20","0","0","-","1%","0%"
"*03dan*","Jakson Reetz","BAL","C","7906","FA","30","0","0","-","1%","0%"
"*0664u*","Nicholas Regalado","KC","RP","7907","FA","23","0","0","-","0%","0%"
"*05a2t*","Tyler Reichenborn","(N/A)","OF","7908","FA","27","0","0","-","0%","0%"
"*06rua*","Dominick Reid","CHC","SP","7909","FA","22","0","0","-","4%","0%"
"*06qry*","Rocco Reid","ARI","RP","7910","FA","23","0","0","-","0%","0%"
"*066dc*","Simon Reid","(N/A)","C","7911","FA","24","0","0","-","0%","0%"
"*03d7a*","Sean Reid-Foley","ATL","RP","7912","FA","30","0","0","-","1%","0%"
"*05y0r*","Evan Reifert","TB","RP","7913","FA","26","0","0","-","5%","0%"
"*05jpm*","Patrick Reilly","BAL","SP","7914","FA","24","0","0","-","4%","0%"
"*065iv*","Vince Reilly","CHC","RP","7915","FA","24","0","0","-","0%","0%"
"*04q0c*","Jake Reindl","CHC","SP,RP","7916","FA","29","0","0","-","0%","0%"
"*031b6*","Jack Reinheimer","(N/A)","SS","7917","FA","33","0","0","-","0%","0%"
"*0665t*","Livan Reinoso","MIA","RP","7918","FA","27","0","0","-","0%","0%"
"*06gim*","Tom Reisinger","ATH","RP","7919","FA","24","0","0","-","0%","0%"
"*06z7m*","Jason Reitz","MIN","SP","7920","FA","21","0","0","-","2%","0%"
"*06uw6*","Chris Rembert","(N/A)","2B","7921","FA","20","0","0","-","0%","0%"
"*041va*","Zach Remillard","(N/A)","3B","7922","FA","31","0","0","-","0%","0%"
"*06qqw*","Jacob Remily","CLE","SP","7923","FA","19","0","0","-","0%","0%"
"*06zi6*","Chase Renner","MIA","RP","7924","FA","22","0","0","-","0%","0%"
"*0724c*","Francisco Renteria","PHI","OF","7925","BraedonS","17","0","0","-","28%","+1%"
"*04ehw*","Marcel Renteria","(N/A)","SP,RP","7926","FA","31","0","0","-","0%","0%"
"*06qp3*","Tyler Renz","MIL","SP","7927","FA","19","0","0","-","2%","0%"
"*06pp3*","Carlos Renzullo","COL","OF","7928","FA","19","0","0","-","1%","0%"
"*06rhd*","Alexander Requena","MIA","C","7929","FA","20","0","0","-","0%","0%"
"*06qgz*","Angel Requena","WSH","1B","7930","FA","18","0","0","-","0%","0%"
"*06r4t*","Drew Rerick","(N/A)","SP","7931","FA","19","0","0","-","0%","0%"
"*04ofm*","Bladimir Restituyo","(N/A)","OF","7932","FA","24","0","0","-","1%","0%"
"*066lk*","Adam Retzbach","BAL","C,1B","7933","FA","25","0","0","-","0%","0%"
"*06o0s*","Peson Revierre","CIN","OF","7934","FA","19","0","0","-","0%","0%"
"*06z3s*","Dusty Revis","CIN","SP","7935","FA","22","0","0","-","0%","0%"
"*06hpw*","Carlos Rey","ARI","RP","7936","FA","23","0","0","-","0%","0%"
"*04xo4*","Adinso Reyes","(N/A)","SS","7937","FA","24","0","0","-","1%","0%"
"*06umu*","Alan Reyes","STL","RP","7938","FA","22","0","0","-","0%","0%"
"*02yek*","Alex Reyes","(N/A)","RP","7939","FA","31","0","0","-","1%","0%"
"*06qyt*","Angel Reyes","(N/A)","SP","7940","FA","28","0","0","-","0%","0%"
"*05j8x*","Carlo Reyes","(N/A)","SP","7941","FA","27","0","0","-","0%","0%"
"*06kxy*","Christofer Reyes","NYY","2B","7942","FA","18","0","0","-","0%","0%"
"*06k7y*","Dalvinson Reyes","BOS","SP","7943","FA","19","0","0","-","3%","0%"
"*040fv*","Denyi Reyes","(N/A)","SP","7944","FA","29","0","0","-","0%","0%"
"*06mf9*","Elvis Reyes","SD","RP","7945","FA","22","0","0","-","0%","0%"
"*0663r*","Emmanuel Reyes","KC","SP","7946","FA","21","0","0","-","3%","0%"
"*06qy4*","Endry Reyes","TOR","1B","7947","FA","19","0","0","-","0%","0%"
"*05xp6*","Felix Reyes","PHI","OF","7948","FA","24","0","0","-","3%","0%"
"*06nr9*","Franyerson Reyes","DET","SP","7949","FA","19","0","0","-","0%","0%"
"*060og*","Gabriel Reyes","DET","SP","7950","FA","22","0","0","-","2%","0%"
"*03mm1*","Gerardo Reyes","(N/A)","RP","7951","FA","32","0","0","-","0%","0%"
"*06y1k*","Howard Reyes","DET","C","7952","FA","18","0","0","-","0%","0%"
"*06qkh*","Jan Luis Reyes","CHC","OF","7953","FA","20","0","0","-","0%","0%"
"*06tl7*","Jean Reyes","(N/A)","RP","7954","FA","23","0","0","-","0%","0%"
"*06idh*","Jeremy Reyes","ATL","SP","7955","FA","20","0","0","-","3%","0%"
"*06rvw*","Jhomnardo Reyes","MIN","OF","7956","FA","18","0","0","-","1%","0%"
"*06v2k*","Jhon Reyes","KC","RP","7957","FA","21","0","0","-","0%","0%"
"*06uh6*","Jimmy Reyes","(N/A)","RP","7958","FA","20","0","0","-","0%","0%"
"*061yh*","Jose Luis Reyes","SD","SP","7959","FA","23","0","0","-","0%","0%"
"*06ra9*","Josmir Reyes","NYM","C","7960","FA","19","0","0","-","1%","0%"
"*03bv8*","Luis Reyes","(N/A)","RP","7961","FA","31","0","0","-","0%","0%"
"*05rk7*","Luis Reyes","(N/A)","1B","7962","FA","22","0","0","-","0%","0%"
"*066m7*","Luis Reyes","CHW","SP","7963","FA","20","0","0","-","2%","0%"
"*06qyh*","Maicol Reyes","TEX","RP","7964","FA","20","0","0","-","0%","0%"
"*03azu*","Pablo Reyes","SD","OF,UT","7965","FA","32","0","0","-","1%","0%"
